season,voter,team,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean
2018,grace-raynor,oregon-ducks,-3.775,-1.6357,-18.75,-11.8899,-9.9671,-25.35,-13.9547,-12.3768,-25.0,-1.0,-11.414
2018,grace-raynor,virginia-tech-hokies,-15.7955,-15.7955,0.0,-32.1904,-32.1904,0.0,-32.4683,-32.4683,0.0,-8.0,-15.367
2018,grace-raynor,michigan-state-spartans,-8.7227,-6.8432,-20.0,-11.0773,-11.646,-7.665,-11.7586,-11.635,-12.5,-10.0,-9.735
2018,grace-raynor,kentucky-wildcats,10.4808,4.4293,13.9388,-6.8644,-11.2135,-4.3793,-4.884,-9.7222,-2.1193,16.0,-10.222
2018,grace-raynor,utah-state-aggies,8.5317,0.0,8.5317,-12.713,0.0,-12.713,-9.2262,0.0,-9.2262,6.0,-6.044
2018,grace-raynor,syracuse-orange,-5.5615,0.0,-5.5615,-21.0847,0.0,-21.0847,-19.164,0.0,-19.164,-7.0,-22.667
2018,grace-raynor,boston-college-eagles,-31.825,0.0,-31.825,-35.6541,0.0,-35.6541,-38.537,0.0,-38.537,-15.0,-16.255
2018,grace-raynor,texas-am-aggies,-7.1602,-8.4164,-5.2758,-7.556,-3.2658,-13.9914,-9.0047,-5.784,-13.8358,-14.0,-11.931
2018,grace-raynor,usc-trojans,-12.0886,-12.0886,0.0,-22.6508,-22.6508,0.0,-19.2314,-19.2314,0.0,-6.0,-10.458
2018,grace-raynor,tcu-horned-frogs,-2.9441,-2.9441,0.0,-10.9994,-10.9994,0.0,-10.1712,-10.1712,0.0,-3.0,-8.47
2018,grace-raynor,mississippi-state-bulldogs,2.0975,3.5024,0.4115,-2.258,-1.511,-3.1544,-2.2995,-1.6032,-3.1351,4.0,-3.685
2018,grace-raynor,utah-utes,-4.2911,-13.4387,-1.2418,-4.0414,2.7686,-6.3114,-6.6572,-4.5455,-7.3611,-8.0,-5.448
2018,grace-raynor,fresno-state-bulldogs,1.4698,0.0,1.4698,-0.9185,0.0,-0.9185,-1.8398,0.0,-1.8398,1.0,-0.424
2018,grace-raynor,oklahoma-state-cowboys,13.3333,13.3333,0.0,-7.1588,-7.1588,0.0,-8.8235,-8.8235,0.0,2.0,-1.217
2018,grace-raynor,north-carolina-state-wolfpack,-2.3587,-2.9484,0.0,-5.0888,-5.1269,-4.9364,-6.7338,-6.1445,-9.0909,-3.0,-4.989
2018,grace-raynor,florida-state-seminoles,-5.5556,-5.5556,0.0,-12.7,-12.7,0.0,-11.1111,-11.1111,0.0,-1.0,-2.286
2018,grace-raynor,houston-cougars,5.8824,0.0,5.8824,-14.6111,0.0,-14.6111,-11.1111,0.0,-11.1111,1.0,-2.63
2018,grace-raynor,colorado-buffaloes,2.381,2.381,0.0,-6.6995,-6.6995,0.0,-7.5359,-7.5359,0.0,1.0,-2.632
2018,grace-raynor,south-florida-bulls,-4.9474,-3.0877,-10.5263,-4.7321,-2.2866,-12.0684,-6.8078,-3.8139,-15.7895,-4.0,-3.328
2018,grace-raynor,cincinnati-bearcats,-4.4137,-4.5455,-4.3478,-3.0759,-3.2455,-2.9912,-6.5391,-9.0909,-5.2632,-3.0,-1.729
2018,grace-raynor,army-west-point-black-knights,-8.9724,0.0,-8.9724,-8.4394,0.0,-8.4394,-10.565,0.0,-10.565,-9.0,-8.32
2018,grace-raynor,boise-state-broncos,-0.3752,2.5784,-2.7381,-1.5243,2.1607,-4.4724,-3.3521,-0.1488,-5.9148,-2.0,-2.46
2018,grace-raynor,byu-cougars,0.0,0.0,0.0,-8.535,-8.535,0.0,-10.0,-10.0,0.0,0.0,-1.707
2018,grace-raynor,iowa-hawkeyes,6.038,6.3596,5.8236,2.0635,3.7151,0.9625,0.9091,2.2727,0.0,5.0,2.251
2018,grace-raynor,virginia-cavaliers,-20.0,0.0,-20.0,-11.54,0.0,-11.54,-15.0,0.0,-15.0,-4.0,-2.308
2018,grace-raynor,northwestern-wildcats,9.7619,0.0,9.7619,6.9983,0.0,6.9983,4.0069,0.0,4.0069,8.0,6.407
2018,grace-raynor,south-carolina-gamecocks,-6.5455,-6.5455,0.0,4.0505,4.0505,0.0,-2.4903,-2.4903,0.0,-3.0,1.758
2018,grace-raynor,duke-blue-devils,-2.2727,13.6364,-18.1818,5.9943,13.5022,-1.5136,6.8182,13.6364,0.0,-1.0,2.641
2018,grace-raynor,appalachian-state-mountaineers,-9.0909,0.0,-9.0909,-1.4563,0.0,-1.4563,-2.4621,0.0,-2.4621,-4.0,-0.55
2018,grace-raynor,iowa-state-cyclones,7.8704,0.0,7.8704,9.1248,0.0,9.1248,7.3718,0.0,7.3718,4.0,5.67
2018,grace-raynor,arizona-state-sun-devils,4.3478,4.3478,0.0,6.9042,6.9042,0.0,6.6667,6.6667,0.0,1.0,1.55
2018,grace-raynor,san-diego-state-aztecs,-5.4444,-4.0,-8.3333,1.9021,1.7893,2.1277,0.7092,0.0,2.1277,-4.0,1.378
2018,grace-raynor,georgia-southern-eagles,-8.3333,0.0,-8.3333,3.0043,0.0,3.0043,2.1277,0.0,2.1277,-2.0,0.7
2018,grace-raynor,pittsburgh-panthers,0.0,0.0,0.0,4.5433,0.0,4.5433,0.0,0.0,0.0,0.0,1.043
2018,jason-galloway,alabama-crimson-tide,0.0,0.0,0.0,-199.5281,-211.35,-187.7062,-193.75,-200.0,-187.5,0.0,-32.941
2018,jason-galloway,clemson-tigers,3.125,6.25,0.0,-93.8052,-70.3292,-117.2812,-89.5833,-66.6667,-112.5,1.0,-32.98
2018,jason-galloway,georgia-bulldogs,-7.3512,-8.0357,-6.6667,-80.6288,-114.6881,-46.5696,-75.3869,-103.2738,-47.5,-5.0,-42.18
2018,jason-galloway,ohio-state-buckeyes,7.7604,-3.125,18.6458,-41.1228,-67.3,-14.9455,-42.3958,-69.7917,-15.0,7.0,-27.036
2018,jason-galloway,notre-dame-fighting-irish,-6.622,-4.9107,-8.3333,-56.5316,-39.2757,-73.7875,-57.0015,-39.003,-75.0,-5.0,-39.561
2018,jason-galloway,lsu-tigers,-3.7151,-8.5958,0.5556,-39.1936,-47.6905,-31.7588,-39.3148,-48.5714,-31.2153,-5.0,-40.018
2018,jason-galloway,michigan-wolverines,-12.3397,-19.6795,-5.0,-42.5661,-36.8201,-48.3122,-39.1326,-35.7652,-42.5,-24.0,-56.012
2018,jason-galloway,oklahoma-sooners,15.1971,15.3644,15.0298,-22.4383,-17.6995,-27.177,-19.958,-17.2969,-22.619,21.0,-13.39
2018,jason-galloway,wisconsin-badgers,21.9296,22.9195,15.0,-3.3795,-5.0068,8.0116,-2.7264,-3.7652,4.5455,20.0,4.052
2018,jason-galloway,auburn-tigers,-7.415,-7.415,0.0,-33.695,-33.695,0.0,-33.3952,-33.3952,0.0,-1.0,-14.942
2018,jason-galloway,penn-state-nittany-lions,-3.1372,-6.8845,0.6101,-20.0794,-26.5652,-13.5936,-18.2352,-23.7579,-12.7125,-5.0,-37.387
2018,jason-galloway,ucf-knights,-5.7733,15.2639,-26.8105,-27.4724,-2.5151,-52.4297,-25.9954,-1.1972,-50.7937,5.0,-27.876
2018,jason-galloway,washington-huskies,5.2837,-6.3492,18.5784,-18.9714,-36.7127,1.3044,-16.1264,-33.2986,3.4989,11.0,-23.3
2018,jason-galloway,west-virginia-mountaineers,8.5135,22.5362,-3.7564,-13.0191,2.0333,-26.1899,-10.1225,2.2503,-20.9488,15.0,-16.532
2018,jason-galloway,florida-gators,-11.5073,-6.8833,-14.3973,-25.3638,-5.6745,-37.6696,-25.8837,-6.4522,-38.0285,-19.0,-33.877
2018,jason-galloway,oregon-ducks,-9.878,-7.0798,-26.6667,-19.5593,-17.2015,-33.7067,-21.426,-19.4415,-33.3333,-6.0,-16.645
2018,jason-galloway,washington-state-cougars,2.8314,-4.1667,3.7061,-16.5963,6.2935,-19.4575,-16.9908,4.3478,-19.6581,2.0,-13.622
2018,jason-galloway,miami-fl-hurricanes,-1.4541,-1.4541,0.0,-13.0735,-13.0735,0.0,-12.473,-12.473,0.0,-4.0,-14.568
2018,jason-galloway,virginia-tech-hokies,-17.096,-17.096,0.0,-33.7281,-33.7281,0.0,-34.154,-34.154,0.0,-8.0,-15.367
2018,jason-galloway,texas-am-aggies,-31.8964,-37.5311,-27.0668,-30.284,-34.1384,-26.9802,-31.8644,-37.7478,-26.8214,-60.0,-50.869
2018,jason-galloway,michigan-state-spartans,-6.5775,-7.6923,-4.3478,-14.6519,-25.3843,6.8128,-16.0425,-25.1748,2.2222,-3.0,-4.656
2018,jason-galloway,stanford-cardinal,10.8682,27.244,-17.7895,-1.7765,1.336,-7.2234,-1.048,4.1394,-10.1259,-2.0,-5.472
2018,jason-galloway,kentucky-wildcats,-3.5824,-24.0156,9.1884,-19.8105,-37.3189,-8.8677,-18.2574,-36.3062,-6.9769,-5.0,-30.888
2018,jason-galloway,texas-longhorns,36.5751,42.7545,33.4854,11.8166,19.0669,8.1915,13.7289,19.8326,10.6771,43.0,17.518
2018,jason-galloway,syracuse-orange,-10.2577,-18.1818,-9.1256,-23.2725,-9.4136,-25.2524,-21.553,-9.0909,-23.3333,-13.0,-26.738
2018,jason-galloway,utah-state-aggies,-9.444,0.0,-9.444,-16.9313,0.0,-16.9313,-16.2283,0.0,-16.2283,-12.0,-17.09
2018,jason-galloway,mississippi-state-bulldogs,-18.6698,-13.67,-23.6696,-22.2683,-17.8543,-26.6823,-22.804,-17.9574,-27.6505,-43.0,-49.718
2018,jason-galloway,florida-state-seminoles,-26.6667,-26.6667,0.0,-35.24,-35.24,0.0,-33.3333,-33.3333,0.0,-4.0,-5.286
2018,jason-galloway,oklahoma-state-cowboys,-14.0693,-14.0693,0.0,-14.385,-14.385,0.0,-16.4394,-16.4394,0.0,-12.0,-10.891
2018,jason-galloway,utah-utes,1.2483,-4.0,1.9043,-0.7739,2.0408,-1.1257,-1.5009,2.0408,-1.9436,1.0,-0.02
2018,jason-galloway,boise-state-broncos,-5.6561,-11.0502,10.5263,-13.6384,-18.6236,1.3171,-16.4108,-21.8811,0.0,-4.0,-9.478
2018,jason-galloway,houston-cougars,-6.25,0.0,-6.25,-28.9375,0.0,-28.9375,-25.0,0.0,-25.0,-1.0,-4.63
2018,jason-galloway,usc-trojans,-6.5664,-6.5664,0.0,-9.4222,-9.4222,0.0,-6.6084,-6.6084,0.0,-6.0,-7.014
2018,jason-galloway,tcu-horned-frogs,10.6167,10.6167,0.0,2.0899,2.0899,0.0,3.5792,3.5792,0.0,8.0,2.28
2018,jason-galloway,duke-blue-devils,-9.8947,-9.8947,0.0,-5.4421,-5.4421,0.0,-7.8947,-7.8947,0.0,-4.0,-1.826
2018,jason-galloway,north-carolina-state-wolfpack,6.0913,14.1369,-10.0,0.6539,3.6159,-5.27,1.7003,5.0505,-5.0,3.0,0.429
2018,jason-galloway,boston-college-eagles,8.4011,0.0,8.4011,5.6122,0.0,5.6122,3.4981,0.0,3.4981,5.0,3.745
2018,jason-galloway,iowa-state-cyclones,-2.4162,0.0,-2.4162,1.9125,0.0,1.9125,-0.5625,0.0,-0.5625,-3.0,2.168
2018,jason-galloway,california-golden-bears,-14.1667,-14.1667,0.0,-2.5,-2.5,0.0,-3.75,-3.75,0.0,-6.0,-1.0
2018,jason-galloway,colorado-buffaloes,-2.5057,-2.5057,0.0,-3.6459,-3.6459,0.0,-5.7246,-5.7246,0.0,-2.0,-2.132
2018,jason-galloway,iowa-hawkeyes,7.2734,3.7281,10.8187,1.9126,3.1515,0.6738,0.0,0.0,0.0,5.0,1.675
2018,jason-galloway,fresno-state-bulldogs,19.3835,0.0,19.3835,6.5423,0.0,6.5423,7.1429,0.0,7.1429,10.0,3.733
2018,jason-galloway,byu-cougars,5.0,5.0,0.0,-3.3667,-3.3667,0.0,-4.7619,-4.7619,0.0,1.0,-0.707
2018,jason-galloway,missouri-tigers,-11.3095,0.0,-11.3095,-3.1867,0.0,-3.1867,-7.1429,0.0,-7.1429,-5.0,-1.267
2018,jason-galloway,army-west-point-black-knights,4.8626,0.0,4.8626,4.9828,0.0,4.9828,3.0435,0.0,3.0435,5.0,5.68
2018,jason-galloway,northwestern-wildcats,-7.2338,-15.6126,9.5238,-2.2593,-6.3892,6.0006,-3.6891,-7.8063,4.5455,-5.0,-1.531
2018,jason-galloway,appalachian-state-mountaineers,-11.6711,-10.6884,-13.6364,-3.5968,-1.3043,-8.1818,-4.4796,-2.1739,-9.0909,-8.0,-2.4
2018,jason-galloway,cincinnati-bearcats,12.2426,8.6957,15.7895,7.7343,10.0643,5.4044,4.4643,4.1667,4.7619,5.0,3.414
2018,jason-galloway,south-florida-bulls,14.2857,0.0,14.2857,12.7131,0.0,12.7131,9.0909,0.0,9.0909,3.0,2.707
2018,jason-galloway,pittsburgh-panthers,0.0,0.0,0.0,4.5433,0.0,4.5433,0.0,0.0,0.0,0.0,1.043
2018,jason-galloway,arizona-state-sun-devils,8.6957,8.6957,0.0,11.3586,11.3586,0.0,11.1111,11.1111,0.0,2.0,2.55
2018,jason-galloway,virginia-cavaliers,4.1667,0.0,4.1667,12.0674,0.0,12.0674,8.6957,0.0,8.6957,1.0,2.692
2018,jerry-dipaola,alabama-crimson-tide,0.0,0.0,0.0,-199.5281,-211.35,-187.7062,-193.75,-200.0,-187.5,0.0,-32.941
2018,jerry-dipaola,clemson-tigers,12.5,25.0,0.0,-83.6231,-49.9649,-117.2812,-79.6875,-46.875,-112.5,6.0,-27.98
2018,jerry-dipaola,georgia-bulldogs,10.2679,25.0,-4.4643,-55.9913,-68.5234,-43.4592,-51.5848,-58.3333,-44.8363,3.0,-34.18
2018,jerry-dipaola,ohio-state-buckeyes,-21.3021,-31.25,-11.3542,-78.6546,-109.435,-47.8741,-81.1632,-115.0,-47.3264,-9.0,-43.036
2018,jerry-dipaola,lsu-tigers,-21.7202,-18.0569,-24.9256,-62.6118,-60.1805,-64.7391,-63.278,-62.3531,-64.0873,-17.0,-52.018
2018,jerry-dipaola,notre-dame-fighting-irish,8.5863,1.3393,15.8333,-38.4653,-31.9815,-44.9491,-39.1043,-32.0776,-46.131,6.0,-28.561
2018,jerry-dipaola,oklahoma-sooners,-1.6888,-15.2525,11.875,-39.5662,-50.5933,-28.539,-37.4182,-50.4315,-24.4048,2.0,-32.39
2018,jerry-dipaola,michigan-wolverines,-4.0011,-15.8147,7.8125,-33.3245,-31.7663,-34.8826,-30.0743,-30.8629,-29.2857,-10.0,-42.012
2018,jerry-dipaola,florida-gators,-21.8164,-31.3908,-18.226,-44.2079,-45.5975,-43.6868,-44.8668,-46.5812,-44.2239,-14.0,-36.793
2018,jerry-dipaola,wisconsin-badgers,-4.8949,-4.8489,-5.2632,-28.2593,-30.2825,-12.0737,-27.6544,-29.1375,-15.7895,-10.0,-25.948
2018,jerry-dipaola,stanford-cardinal,-3.6299,-1.1075,-23.8095,-18.5562,-19.7596,-8.9286,-16.3111,-17.1595,-9.5238,-11.0,-16.787
2018,jerry-dipaola,washington-huskies,-10.4868,-7.1528,-13.8209,-31.6608,-38.2113,-25.1103,-28.4735,-34.2857,-22.6612,-23.0,-52.947
2018,jerry-dipaola,auburn-tigers,-0.1984,-0.1984,0.0,-23.39,-23.39,0.0,-23.2194,-23.2194,0.0,-1.0,-14.942
2018,jerry-dipaola,penn-state-nittany-lions,-0.0468,6.1506,-6.2443,-17.0842,-12.8141,-21.3543,-15.354,-10.2696,-20.4384,-2.0,-34.387
2018,jerry-dipaola,west-virginia-mountaineers,5.8406,15.2488,-3.5677,-14.1153,-3.1901,-25.0404,-11.7402,-3.2559,-20.2246,10.0,-23.125
2018,jerry-dipaola,ucf-knights,11.7599,15.0128,8.5069,-8.2292,-3.1692,-13.2891,-6.8001,-1.6595,-11.9408,25.0,-7.876
2018,jerry-dipaola,washington-state-cougars,5.6853,0.0,5.6853,-16.8367,0.0,-16.8367,-16.8571,0.0,-16.8571,4.0,-14.043
2018,jerry-dipaola,miami-fl-hurricanes,-3.5362,-3.5362,0.0,-12.6491,-12.6491,0.0,-12.115,-12.115,0.0,-7.0,-15.568
2018,jerry-dipaola,texas-longhorns,6.1709,4.5635,7.3764,-12.7108,-9.2693,-15.292,-11.1526,-8.658,-13.0235,3.0,-23.815
2018,jerry-dipaola,michigan-state-spartans,-17.7148,-5.7531,-47.619,-18.6167,-13.9924,-30.1774,-20.3063,-14.3812,-35.119,-19.0,-17.648
2018,jerry-dipaola,oregon-ducks,-6.3229,-5.8774,-7.8824,-13.0926,-14.2652,-8.9882,-15.259,-17.0978,-8.8235,-9.0,-18.414
2018,jerry-dipaola,virginia-tech-hokies,-8.7963,-8.7963,0.0,-14.1372,-14.1372,0.0,-15.4043,-15.4043,0.0,-10.0,-11.492
2018,jerry-dipaola,syracuse-orange,14.0476,0.0,14.0476,-3.389,0.0,-3.389,-1.1005,0.0,-1.1005,13.0,-1.873
2018,jerry-dipaola,kentucky-wildcats,28.0553,44.0144,20.0758,9.0549,25.169,0.9978,10.8766,26.727,2.9514,48.0,20.398
2018,jerry-dipaola,usc-trojans,-14.7161,-14.7161,0.0,-17.6888,-17.6888,0.0,-14.5078,-14.5078,0.0,-10.0,-11.014
2018,jerry-dipaola,mississippi-state-bulldogs,-8.1588,0.3151,-14.9379,-15.5771,-7.2803,-22.2146,-15.5936,-7.3632,-22.1779,-11.0,-21.928
2018,jerry-dipaola,north-carolina-state-wolfpack,-5.3065,-9.7858,-1.947,-4.4031,-18.4384,6.1235,-4.6241,-17.8173,5.2707,-7.0,-3.793
2018,jerry-dipaola,tcu-horned-frogs,-0.1042,-0.1042,0.0,-12.7831,-12.7831,0.0,-11.2745,-11.2745,0.0,0.0,-7.97
2018,jerry-dipaola,texas-am-aggies,-7.1218,-3.4452,-11.5338,-6.0179,1.9096,-15.5309,-7.3991,-1.0567,-15.01,-16.0,-10.264
2018,jerry-dipaola,utah-utes,-11.638,-20.9957,-7.895,-13.9253,-8.5633,-16.0701,-14.6434,-12.8788,-15.3492,-16.0,-17.328
2018,jerry-dipaola,utah-state-aggies,6.6121,0.0,6.6121,-0.1603,0.0,-0.1603,0.5743,0.0,0.5743,2.0,0.085
2018,jerry-dipaola,colorado-buffaloes,-3.5075,-3.5075,0.0,-7.1167,-7.1167,0.0,-7.8431,-7.8431,0.0,-2.0,-3.521
2018,jerry-dipaola,houston-cougars,0.0,0.0,0.0,-21.3529,0.0,-21.3529,-17.6471,0.0,-17.6471,0.0,-3.63
2018,jerry-dipaola,fresno-state-bulldogs,6.6137,0.0,6.6137,-0.0771,0.0,-0.0771,0.3282,0.0,0.3282,6.0,0.629
2018,jerry-dipaola,boise-state-broncos,3.9317,8.4759,0.5235,-0.374,1.45,-1.742,-2.611,-1.4478,-3.4834,5.0,-0.162
2018,jerry-dipaola,oklahoma-state-cowboys,4.0417,4.0417,0.0,3.5608,3.5608,0.0,2.5211,2.5211,0.0,2.0,3.422
2018,jerry-dipaola,iowa-hawkeyes,-2.3204,-5.1037,0.463,-3.2135,-1.782,-4.6449,-4.2929,-3.0303,-5.5556,-4.0,-3.582
2018,jerry-dipaola,army-west-point-black-knights,1.7677,0.0,1.7677,-4.908,0.0,-4.908,-8.3333,0.0,-8.3333,1.0,-1.524
2018,jerry-dipaola,iowa-state-cyclones,-4.6234,0.0,-4.6234,1.9906,0.0,1.9906,-0.2312,0.0,-0.2312,-6.0,2.835
2018,jerry-dipaola,florida-state-seminoles,5.2632,5.2632,0.0,-1.43,-1.43,0.0,0.0,0.0,0.0,1.0,-0.286
2018,jerry-dipaola,byu-cougars,0.0,0.0,0.0,-8.535,-8.535,0.0,-10.0,-10.0,0.0,0.0,-1.707
2018,jerry-dipaola,northwestern-wildcats,-8.5227,0.0,-8.5227,-6.0713,0.0,-6.0713,-8.3983,0.0,-8.3983,-7.0,-5.006
2018,jerry-dipaola,cincinnati-bearcats,-2.6648,0.0,-2.6648,0.1209,0.0,0.1209,-3.2477,0.0,-3.2477,-2.0,0.179
2018,jerry-dipaola,south-florida-bulls,-9.5238,-16.6667,4.7619,-7.1948,-12.4524,3.3203,-9.5238,-14.2857,0.0,-6.0,-4.523
2018,jerry-dipaola,pittsburgh-panthers,-9.0909,0.0,-9.0909,-4.35,0.0,-4.35,-9.0909,0.0,-9.0909,-2.0,-0.957
2018,jerry-dipaola,texas-tech-red-raiders,-8.6957,-8.6957,0.0,1.2235,1.2235,0.0,0.0,0.0,0.0,-2.0,0.278
2018,jerry-dipaola,boston-college-eagles,35.2941,0.0,35.2941,19.3689,0.0,19.3689,15.0,0.0,15.0,6.0,3.732
2018,jerry-dipaola,missouri-tigers,-4.1739,0.0,-4.1739,3.7242,0.0,3.7242,-0.0906,0.0,-0.0906,-2.0,1.733
2018,jerry-dipaola,virginia-cavaliers,-2.0833,0.0,-2.0833,5.34,0.0,5.34,2.2645,0.0,2.2645,-1.0,2.359
2018,jerry-dipaola,arizona-state-sun-devils,0.1812,8.6957,-8.3333,5.6793,11.3586,0.0,5.5556,11.1111,0.0,0.0,2.55
2018,jerry-dipaola,san-diego-state-aztecs,-4.0,-4.0,0.0,2.2286,2.2286,0.0,0.0,0.0,0.0,-1.0,0.545
2018,jim-alexander,alabama-crimson-tide,0.0,0.0,0.0,-199.5281,-211.35,-187.7062,-193.75,-200.0,-187.5,0.0,-32.941
2018,jim-alexander,clemson-tigers,-6.25,-12.5,0.0,-108.8323,-100.3833,-117.2812,-104.1667,-95.8333,-112.5,-2.0,-35.98
2018,jim-alexander,ohio-state-buckeyes,-20.5159,3.125,-44.1567,-79.1526,-67.6878,-90.6174,-80.9871,-71.5179,-90.4563,-13.0,-47.036
2018,jim-alexander,georgia-bulldogs,21.1905,28.125,14.256,-42.2939,-60.0529,-24.5348,-37.6711,-50.0,-25.3423,14.0,-23.18
2018,jim-alexander,notre-dame-fighting-irish,4.0551,11.2351,-3.125,-44.3276,-22.0739,-66.5812,-45.0595,-22.4107,-67.7083,7.0,-27.561
2018,jim-alexander,washington-huskies,54.0475,56.461,50.1859,20.0483,16.8164,25.2193,23.4403,20.6114,27.9665,79.0,46.441
2018,jim-alexander,wisconsin-badgers,12.8051,13.9201,5.0,-14.4424,-16.3056,-1.4,-13.3316,-14.5559,-4.7619,16.0,0.052
2018,jim-alexander,lsu-tigers,12.4524,0.4407,24.4641,-20.6397,-29.3243,-11.9552,-21.0081,-30.4302,-11.5861,14.0,-17.951
2018,jim-alexander,oklahoma-sooners,-1.3914,0.7589,-3.5417,-38.5336,-30.2428,-46.8245,-35.4836,-29.1815,-41.7857,-2.0,-36.39
2018,jim-alexander,texas-longhorns,17.1685,-4.6667,32.765,-8.8412,-26.1375,3.5133,-6.4001,-24.7719,6.7226,28.0,0.468
2018,jim-alexander,michigan-wolverines,21.1277,-1.5839,43.8393,-9.709,-19.214,-0.2041,-6.833,-18.1724,4.5064,12.0,-20.012
2018,jim-alexander,michigan-state-spartans,-29.061,-29.061,0.0,-34.7464,-34.7464,0.0,-35.0534,-35.0534,0.0,-18.0,-17.135
2018,jim-alexander,stanford-cardinal,13.7424,13.7424,0.0,-18.0369,-18.0369,0.0,-13.922,-13.922,0.0,11.0,-6.134
2018,jim-alexander,west-virginia-mountaineers,13.8318,-5.5809,36.0178,-8.9072,-26.357,11.0355,-6.5596,-26.4263,16.1451,25.0,-6.935
2018,jim-alexander,ucf-knights,6.1829,30.7094,-15.2778,-17.0028,9.4425,-40.1425,-15.2083,11.2831,-38.3883,20.0,-12.168
2018,jim-alexander,miami-fl-hurricanes,-15.7041,-15.7041,0.0,-29.4198,-29.4198,0.0,-28.7324,-28.7324,0.0,-12.0,-22.568
2018,jim-alexander,auburn-tigers,20.4167,20.4167,0.0,-4.7301,-4.7301,0.0,-4.1727,-4.1727,0.0,11.0,-1.442
2018,jim-alexander,north-carolina-state-wolfpack,-65.6953,-114.5238,-36.3983,-66.0415,-132.3314,-26.2676,-66.0593,-130.4762,-27.4091,-57.0,-50.793
2018,jim-alexander,washington-state-cougars,7.5132,-19.0476,10.8333,-12.8302,-7.519,-13.4941,-13.0123,-9.5238,-13.4483,7.0,-8.622
2018,jim-alexander,army-west-point-black-knights,-118.6508,0.0,-118.6508,-119.6913,0.0,-119.6913,-123.9583,0.0,-123.9583,-67.0,-64.653
2018,jim-alexander,penn-state-nittany-lions,9.0344,17.3259,-2.021,-10.9304,-3.6934,-20.5797,-8.8738,-1.0378,-19.3219,19.0,-10.568
2018,jim-alexander,tcu-horned-frogs,-54.2456,-54.2456,0.0,-72.9753,-72.9753,0.0,-70.0915,-70.0915,0.0,-20.0,-27.97
2018,jim-alexander,colorado-buffaloes,-73.8971,-73.8971,0.0,-78.7676,-78.7676,0.0,-80.5147,-80.5147,0.0,-25.0,-25.132
2018,jim-alexander,oregon-ducks,-18.582,-24.1942,26.3158,-25.7373,-31.4126,19.6649,-29.0065,-35.1323,20.0,-22.0,-30.232
2018,jim-alexander,utah-state-aggies,-35.9864,0.0,-35.9864,-42.8734,0.0,-42.8734,-42.7664,0.0,-42.7664,-30.0,-35.09
2018,jim-alexander,florida-gators,14.9908,-12.7104,25.3787,-3.5856,-22.5648,3.5316,-4.0133,-23.1481,3.1622,19.0,-3.793
2018,jim-alexander,kentucky-wildcats,1.7415,13.0647,-2.5047,-16.5913,-3.4484,-21.5199,-14.7279,-0.9357,-19.8999,4.0,-21.912
2018,jim-alexander,cincinnati-bearcats,-42.2196,-20.4621,-50.3787,-31.332,-13.9819,-37.8383,-34.453,-18.3136,-40.5053,-70.0,-47.346
2018,jim-alexander,virginia-tech-hokies,-5.689,-5.689,0.0,-13.4281,-13.4281,0.0,-14.9286,-14.9286,0.0,-6.0,-9.242
2018,jim-alexander,fresno-state-bulldogs,-23.7541,0.0,-23.7541,-27.4363,0.0,-27.4363,-28.6175,0.0,-28.6175,-24.0,-25.424
2018,jim-alexander,mississippi-state-bulldogs,-2.2105,-2.2105,0.0,-7.6868,-7.6868,0.0,-7.7193,-7.7193,0.0,-1.0,-4.885
2018,jim-alexander,south-florida-bulls,-31.8035,-23.0029,-49.4048,-29.1024,-20.9206,-45.4661,-31.746,-22.619,-50.0,-30.0,-25.07
2018,jim-alexander,boston-college-eagles,-13.8889,0.0,-20.8333,-20.8376,-2.1739,-30.1694,-24.4291,-4.3478,-34.4697,-5.0,-7.718
2018,jim-alexander,syracuse-orange,13.8824,0.0,13.8824,-6.3683,0.0,-6.3683,-3.5793,0.0,-3.5793,12.0,-1.741
2018,jim-alexander,boise-state-broncos,-28.4425,-3.3333,-40.9971,-31.1097,-10.3791,-41.475,-33.8382,-13.3824,-44.0662,-40.0,-42.869
2018,jim-alexander,usc-trojans,-2.6984,-2.6984,0.0,-12.2052,-12.2052,0.0,-9.1036,-9.1036,0.0,-1.0,-5.458
2018,jim-alexander,oklahoma-state-cowboys,0.0,0.0,0.0,-21.4467,-21.4467,0.0,-23.3333,-23.3333,0.0,0.0,-3.217
2018,jim-alexander,uab-blazers,-32.7013,0.0,-32.7013,-17.2745,0.0,-17.2745,-17.8745,0.0,-17.8745,-30.0,-15.5
2018,jim-alexander,houston-cougars,-9.2089,-8.3333,-9.6467,-11.4728,2.1277,-18.2731,-11.2319,0.0,-16.8478,-6.0,-5.88
2018,jim-alexander,iowa-hawkeyes,-4.7386,-4.1667,-5.8824,-9.2618,-6.3809,-15.0235,-11.1455,-7.8947,-17.6471,-3.0,-4.917
2018,jim-alexander,florida-state-seminoles,-5.5556,-5.5556,0.0,-12.7,-12.7,0.0,-11.1111,-11.1111,0.0,-1.0,-2.286
2018,jim-alexander,buffalo-bulls,-40.6433,0.0,-40.6433,-20.2485,0.0,-20.2485,-20.2485,0.0,-20.2485,-15.0,-7.5
