voter,team,bias1-a,bias1-b,bias1-c,bias2-a,bias2-b,bias2-c,bias3-a,bias3-b,bias3-c,bias0-ap,bias0-mean
david-briggs,cincinnati-bearcats,-6.41186,-10.383680000000002,-2.91332,-23.589000000000002,-21.85564,-24.914859999999997,-24.09526,-22.28106,-25.588900000000002,-16.2,-29.8102
david-briggs,appalachian-state-mountaineers,-9.15644,-7.83334,-7.081440000000001,-0.39542,1.4907599999999999,-4.0989,-1.35364,0.03705999999999996,-4.37564,-5.0,-2.037
david-briggs,south-carolina-gamecocks,-11.444333333333333,-12.951,-2.4645,-3.4058000000000006,-2.5332000000000003,-3.0226666666666664,-5.474866666666666,-5.356566666666667,-3.0464333333333333,-5.0,-2.2446666666666664
david-briggs,buffalo-bulls,-7.93575,0.0,-7.93575,4.143050000000001,0.0,4.143050000000001,3.01555,0.0,3.01555,-3.5,0.25249999999999995
david-briggs,georgia-southern-eagles,-4.0,0.0,-4.0,7.2961,0.0,7.2961,6.383,0.0,6.383,-1.0,1.7
don-williams,clemson-tigers,0.8051166666666667,6.639583333333333,-4.915883333333333,-69.47621666666667,-86.19276666666667,-54.43935,-65.8393,-79.804,-53.311733333333336,-3.1666666666666665,-25.987666666666666
don-williams,alabama-crimson-tide,-14.822816666666668,-10.402666666666667,-19.560750000000002,-145.16415,-156.96675,-133.95181666666667,-141.93823333333333,-150.67628333333332,-133.8211,-6.333333333333333,-40.922333333333334
don-williams,ohio-state-buckeyes,-20.416050000000002,-18.8459,-22.034566666666667,-88.52591666666667,-78.82658333333335,-95.33798333333334,-88.82763333333332,-79.74701666666667,-95.00971666666668,-6.333333333333333,-37.16433333333333
don-williams,georgia-bulldogs,28.724783333333335,28.99305,28.7269,-90.1631,-95.96225,-84.79281666666667,-84.40015,-86.3864,-82.69661666666667,5.666666666666667,-30.712833333333332
don-williams,notre-dame-fighting-irish,7.458233333333333,10.53455,3.8808833333333332,-27.42325,-22.49468333333333,-33.38925,-25.739100000000004,-21.000933333333332,-31.363133333333334,8.0,-25.41033333333333
don-williams,oklahoma-sooners,-6.334883333333333,-1.1626999999999998,-10.863550000000002,-40.446799999999996,-39.929183333333334,-34.920516666666664,-38.017783333333334,-36.2667,-34.85541666666666,-12.5,-39.60066666666666
don-williams,wisconsin-badgers,-17.549383333333335,-10.943933333333334,-15.6377,-31.819833333333335,-27.6099,-21.654183333333332,-32.21485,-27.5027,-22.622016666666667,-14.5,-26.340166666666665
don-williams,michigan-wolverines,-23.116583333333335,-25.596466666666668,-11.508433333333334,-80.46515,-75.7573,-73.76313333333333,-74.16955,-66.72248333333333,-70.16765,-12.833333333333334,-40.75116666666667
don-williams,lsu-tigers,4.133316666666666,-2.20095,5.160033333333332,-39.58958333333334,-26.539149999999996,-46.06791666666667,-38.233016666666664,-26.391899999999996,-43.85490000000001,-11.166666666666666,-32.562000000000005
don-williams,west-virginia-mountaineers,-7.9974,-9.623,-6.3718,-28.7401,-29.7383,-27.742,-26.3276,-29.8893,-22.7659,-15.0,-48.125
don-williams,texas-longhorns,-11.959083333333332,-5.768599999999999,-13.441066666666666,-26.62131666666667,-24.620566666666665,-22.82473333333333,-26.311566666666664,-23.575400000000002,-23.036900000000003,-20.0,-33.346666666666664
don-williams,washington-huskies,-6.497666666666667,-4.733,-13.269150000000002,-17.200366666666667,-15.120899999999999,-22.605700000000002,-17.576016666666664,-14.7764,-22.93695,-7.833333333333333,-17.5575
don-williams,auburn-tigers,-18.833624999999998,-10.37725,-25.803774999999998,-33.508725,-29.924875,-31.384700000000002,-34.33092499999999,-30.114800000000002,-33.179424999999995,-27.25,-40.461
don-williams,washington-state-cougars,-9.320566666666666,-12.975233333333334,-2.868733333333333,-18.086199999999998,-12.418099999999997,-11.052866666666667,-19.631166666666665,-14.736466666666665,-11.0764,-10.333333333333334,-16.481666666666666
don-williams,miami-fl-hurricanes,-9.400466666666667,-8.929799999999998,3.4966500000000003,-16.65791666666667,-17.969583333333333,2.1317,-16.7463,-18.12875,2.1008666666666667,1.5,-6.224
don-williams,michigan-state-spartans,4.09435,10.020449999999999,-1.7791750000000004,-4.75775,0.5122499999999999,-5.241125,-3.827575,0.9326999999999996,-5.111225,2.5,-3.28775
don-williams,virginia-tech-hokies,-1.2728750000000009,2.2985499999999996,-3.571425,-11.3459,-7.4536500000000006,-3.89225,-12.0056,-7.838925,-4.166675,-6.0,-7.75625
don-williams,penn-state-nittany-lions,-11.096300000000001,-10.171833333333336,-11.771266666666667,-32.631750000000004,-37.003033333333335,-20.172533333333334,-31.576616666666666,-35.4982,-20.34123333333333,-6.5,-28.966499999999996
don-williams,kentucky-wildcats,-16.9059,-17.29312,-5.216620000000001,-27.10494,-26.84488,-14.6089,-27.11482,-27.047919999999998,-13.83774,-13.2,-23.35
don-williams,mississippi-state-bulldogs,-9.879900000000001,-6.745125,-1.0597000000000003,-8.697475,-8.771275,-1.4310749999999999,-9.90095,-9.3395,-2.03885,-5.0,-5.7757499999999995
don-williams,iowa-hawkeyes,-16.023283333333335,-13.478133333333332,-17.65843333333333,-18.88658333333333,-14.674383333333333,-23.50435,-19.362233333333332,-15.354016666666666,-23.782750000000004,-23.166666666666668,-27.056833333333334
don-williams,usc-trojans,-12.216116666666666,-10.028616666666666,-8.195033333333333,-24.671766666666667,-22.55926666666667,-14.068466666666666,-23.6631,-21.9017,-13.7142,-13.0,-20.747
don-williams,stanford-cardinal,19.3984,32.8404,-4.125,6.2403,5.1373,8.1705,7.833,8.4308,6.787,14.0,11.904
don-williams,florida-gators,-11.515133333333333,-11.00895,-4.71545,-28.545416666666668,-27.786083333333334,-18.870016666666668,-27.392233333333333,-26.649816666666666,-17.510566666666666,-10.333333333333334,-28.048833333333334
don-williams,oregon-ducks,-6.293183333333334,-12.451583333333334,-1.488150000000001,-26.9807,-30.693316666666664,-24.516333333333336,-25.870433333333335,-28.752333333333336,-23.581533333333336,-8.5,-32.38266666666667
don-williams,iowa-state-cyclones,-22.72595,-12.590200000000001,-30.736224999999997,-25.85105,-16.46625,-30.737625,-25.836125,-15.998024999999998,-31.507425,-39.25,-37.70375
don-williams,texas-am-aggies,-0.41928000000000054,3.62372,-7.2959000000000005,-18.507839999999998,-16.38536,-16.03366,-17.58268,-15.44484,-15.36558,-13.8,-22.3476
don-williams,utah-utes,5.587560000000001,2.94694,6.331379999999999,-8.79242,-4.80602,-11.18214,-7.75154,-3.76082,-10.22454,4.2,-15.535599999999999
don-williams,missouri-tigers,-24.881800000000002,-29.069066666666668,-9.366700000000002,-22.148666666666667,-19.997866666666667,-13.399066666666664,-22.421666666666667,-20.698400000000003,-13.488666666666667,-20.333333333333332,-19.228333333333335
don-williams,tcu-horned-frogs,1.503475,0.8990750000000016,3.89635,-4.11875,3.06295,-8.042675,-4.3995750000000005,1.977,-7.265625,1.5,-1.7245000000000001
don-williams,northwestern-wildcats,-14.2795,0.0,-14.2795,-19.01565,0.0,-19.01565,-19.6612,0.0,-19.6612,-18.0,-20.778
don-williams,ucf-knights,26.8068,26.023039999999998,19.5605,16.72308,14.295419999999998,13.774540000000002,16.75836,15.73646,13.067880000000002,28.6,21.5092
don-williams,syracuse-orange,-4.751233333333334,-9.772033333333333,-4.7264333333333335,-12.462633333333335,-9.763433333333333,-14.017866666666668,-11.830866666666665,-9.3968,-13.824433333333333,-1.3333333333333333,-8.260333333333334
don-williams,north-carolina-state-wolfpack,-0.8204800000000001,1.27884,-1.4763200000000003,-4.31506,-5.13884,-2.1869,-4.746160000000001,-4.022060000000001,-3.83252,-3.2,-6.2262
don-williams,florida-state-seminoles,7.9145,3.282166666666667,5.7169,-14.1444,-12.519366666666668,-14.994533333333335,-13.997866666666667,-14.166666666666666,-15.069299999999998,6.0,-7.765666666666667
don-williams,boise-state-broncos,38.10265,34.9005,15.78945,22.60835,19.88635,10.3078,23.11505,20.23805,9.5238,14.0,8.8255
don-williams,oklahoma-state-cowboys,13.7385,28.646666666666665,-11.39635,-4.667033333333333,7.4789,-19.524066666666666,-4.02055,9.407300000000001,-20.34515,0.8333333333333334,-11.966666666666667
don-williams,colorado-buffaloes,18.640349999999998,18.640349999999998,0.0,9.03475,9.03475,0.0,7.38095,7.38095,0.0,5.5,3.121
don-williams,texas-tech-red-raiders,-24.4019,-12.280700000000001,-12.1212,-11.309966666666668,-7.017533333333334,-4.292433333333333,-12.559833333333332,-8.771933333333333,-3.7879,-5.0,-2.2776666666666667
don-williams,pittsburgh-panthers,-7.1243799999999995,-9.599700000000002,-0.6696799999999996,-5.4213000000000005,-8.59544,-0.69002,-6.436020000000001,-9.40954,-1.42214,-1.2,-1.7434
don-williams,army-west-point-black-knights,21.0526,0.0,21.0526,11.2885,0.0,11.2885,9.5238,0.0,9.5238,4.0,2.333
don-williams,boston-college-eagles,4.3478,4.3478,0.0,2.1277,2.1277,0.0,0.0,0.0,0.0,1.0,0.5
don-williams,virginia-cavaliers,-10.6778,-8.0907,0.3788,-6.830349999999999,-7.258,1.01925,-8.915849999999999,-8.11915,0.09055000000000035,-10.0,-7.8395
don-williams,south-carolina-gamecocks,-10.730366666666667,-7.908733333333333,-2.821633333333333,-3.4264333333333337,0.11066666666666632,-3.5371,-5.582766666666667,-1.7706333333333333,-3.8121333333333336,-4.0,-1.867
don-williams,duke-blue-devils,-0.8455999999999999,-0.2300500000000001,-1.0,2.0131,1.5355500000000002,-0.66335,1.6963000000000004,1.3554000000000004,-1.45835,1.0,-2.398
don-williams,fresno-state-bulldogs,9.746599999999999,-5.55555,5.116949999999999,2.0714000000000006,-10.2889,4.39735,1.937850000000001,-11.1111,6.011900000000001,2.0,-0.5149999999999997
doug-lesmerises,washington-state-cougars,-35.8565,-21.875,-13.9815,-47.644549999999995,-19.15315,-28.4914,-47.083349999999996,-18.75,-28.33335,-9.5,-15.6155
doug-lesmerises,texas-longhorns,-13.3236,-12.5,-0.8236,-35.99325,-23.6875,-12.30575,-36.2599,-25.0,-11.2599,-0.5,-9.003
doug-lesmerises,ucf-knights,7.29725,2.9412,4.35605,-11.5565,-5.71945,-5.83705,-10.317450000000001,-5.55555,-4.7619,3.0,-3.6630000000000003
doug-lesmerises,washington-huskies,-30.27955,-22.2222,-8.05735,-52.52715,-35.1278,-17.39935,-49.23485,-33.33335,-15.9015,-6.5,-13.27
doug-lesmerises,syracuse-orange,-6.38755,0.0,-6.38755,-15.87905,0.06825,-15.9473,-14.614,0.0,-14.614,-5.5,-12.9215
doug-lesmerises,kentucky-wildcats,12.7247,0.0,12.7247,-2.5458,0.0,-2.5458,-0.8323,0.0,-0.8323,11.0,-2.265
doug-lesmerises,utah-state-aggies,-23.15245,-18.42105,-4.7314,-15.5896,-5.26315,-10.32645,-14.686250000000001,-5.26315,-9.4231,-7.0,-7.342
doug-lesmerises,north-carolina-state-wolfpack,-22.2222,0.0,-22.2222,-16.9667,0.0,-16.9667,-16.6667,0.0,-16.6667,-4.0,-3.054
doug-lesmerises,iowa-state-cyclones,-14.5411,0.0,-14.5411,-9.8274,0.0,-9.8274,-12.4372,0.0,-12.4372,-15.0,-9.832
doug-lesmerises,fresno-state-bulldogs,2.7778,0.0,2.7778,-7.6368,0.0,-7.6368,-7.8947,0.0,-7.8947,1.0,-2.902
doug-lesmerises,cincinnati-bearcats,0.4785,0.0,0.4785,3.284,0.0,3.284,-0.1318,0.0,-0.1318,0.0,2.179
doug-lesmerises,army-west-point-black-knights,0.88585,-2.0,2.88585,11.986049999999999,9.0542,2.93185,14.4338,12.5,1.9338,2.5,5.2565
doug-lesmerises,appalachian-state-mountaineers,-13.0435,0.0,-13.0435,-3.8043,0.0,-3.8043,-6.5217,0.0,-6.5217,-6.0,-1.75
doug-lesmerises,uab-blazers,-8.3333,0.0,-8.3333,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0
dylan-sinn,alabama-crimson-tide,33.85016,28.9,26.43828,-92.21900000000001,-107.0605,-76.83592,-88.6794,-101.45954,-76.02364,11.0,-20.002000000000002
dylan-sinn,clemson-tigers,-18.68592,7.71892,-38.19186,-106.72654,-98.6654,-108.20147999999999,-104.72282,-90.92464,-111.15968000000001,-9.8,-32.0638
dylan-sinn,ohio-state-buckeyes,-54.08948,-66.46428,-22.34216,-138.35396,-144.25948,-79.35553999999999,-140.74904,-145.49115999999998,-80.83532,-8.4,-34.67100000000001
dylan-sinn,notre-dame-fighting-irish,7.665520000000001,11.6114,-4.86414,-39.64131999999999,-28.693540000000002,-51.15616,-37.582499999999996,-27.113300000000002,-48.93764,4.2,-29.5118
dylan-sinn,oklahoma-sooners,4.650340000000001,-1.833359999999999,9.63006,-28.891020000000005,-45.660399999999996,-13.839760000000002,-27.161360000000002,-41.74026,-13.1404,9.2,-17.346
dylan-sinn,georgia-bulldogs,17.28748,33.33336,-4.043640000000001,-78.24112,-68.82216,-62.909580000000005,-73.3638,-61.79166,-61.462959999999995,3.4,-28.155399999999997
dylan-sinn,wisconsin-badgers,-18.31355,-21.608825,-12.764199999999999,-34.6186,-41.963225,-22.168225,-34.7042,-41.47685,-23.5855,-17.5,-34.27275
dylan-sinn,lsu-tigers,-44.89039999999999,-59.49531999999999,25.52778,-111.03232,-111.06572000000001,-19.501620000000003,-107.74194,-108.81798,-17.67172,2.0,-17.1214
dylan-sinn,michigan-wolverines,21.85894,29.48516,7.9763,-6.349559999999999,7.785400000000001,-17.43594,-4.43262,10.538219999999999,-16.02938,20.6,0.7659999999999998
dylan-sinn,miami-fl-hurricanes,-27.062425,-26.104725000000002,2.478075,-44.169025,-44.11765,-2.266725,-43.521425,-43.3228,-2.3654,-5.25,-18.3525
dylan-sinn,auburn-tigers,0.06152500000000008,1.9657999999999998,-1.5869749999999998,-15.296675,-17.566225,-7.566149999999999,-16.072725,-17.694825,-8.89045,1.0,-14.68575
dylan-sinn,west-virginia-mountaineers,-7.829,-17.5983,1.9404,-29.1541,-38.8054,-19.5029,-27.0526,-39.3261,-14.779,-13.0,-46.125
dylan-sinn,ucf-knights,7.585800000000002,7.668866666666666,-7.705566666666667,-12.7754,-12.288233333333336,-15.510866666666667,-10.701166666666666,-9.979866666666666,-16.228466666666666,1.3333333333333333,-16.007
dylan-sinn,washington-state-cougars,-9.47275,-9.15035,-0.3224,-23.7137,-11.0315,-12.6822,-24.6735,-12.0098,-12.6637,-5.0,-15.329
dylan-sinn,texas-longhorns,22.37764,27.006719999999994,3.3935400000000002,-13.64564,-11.73074,-4.04974,-11.3148,-9.15356,-4.07966,9.8,-4.2354
dylan-sinn,stanford-cardinal,5.640250000000001,8.853000000000002,-9.0909,-4.6998,-4.55185,-3.4091,-4.4751,-3.8952,-4.54545,3.5,-2.7755
dylan-sinn,washington-huskies,-11.674525000000001,-5.064575000000001,-6.011525,-20.452775,-15.727174999999999,-10.28165,-21.724674999999998,-16.62505,-9.8863,-1.25,-12.0115
dylan-sinn,oregon-ducks,2.0535799999999993,-2.59262,2.3785200000000004,-20.6619,-22.16518,-16.6081,-19.65308,-20.452499999999997,-16.28968,3.6,-15.542599999999998
dylan-sinn,kentucky-wildcats,-12.589600000000003,-28.015200000000004,1.4036333333333333,-23.34953333333333,-38.66023333333333,-10.971433333333335,-22.40346666666667,-37.921866666666666,-9.2156,-5.333333333333333,-17.751
dylan-sinn,penn-state-nittany-lions,-22.2,-23.410159999999998,-16.67512,-45.72522,-54.374,-17.53934,-44.47678,-52.061659999999996,-18.039920000000002,-18.6,-37.1448
dylan-sinn,florida-gators,-2.319099999999999,1.890550000000001,7.840274999999999,-31.906399999999998,-27.662525,-15.09625,-29.837775,-25.596575,-12.993300000000001,7.25,-22.6255
dylan-sinn,tcu-horned-frogs,-23.3829,-23.3829,0.0,-38.4904,-38.4904,0.0,-36.4493,-36.4493,0.0,-11.0,-18.97
dylan-sinn,virginia-tech-hokies,4.6838,5.820175,-1.136375,-3.6519250000000003,-1.489425,-2.1625,-4.060875,-1.7881500000000001,-2.272725,2.0,-1.50225
dylan-sinn,cincinnati-bearcats,1.3547500000000001,6.0888,-1.5471000000000004,-22.33315,-11.691675,-29.093125,-22.0398,-11.06995,-29.610475,0.25,-19.0705
dylan-sinn,utah-utes,-12.480739999999999,-14.69922,-12.118679999999998,-19.12392,-16.95138,-14.81586,-19.40804,-17.43824,-13.88168,-14.8,-18.6856
dylan-sinn,utah-state-aggies,6.289150000000001,0.0,6.289150000000001,-2.28955,0.0,-2.28955,-2.9888000000000003,0.0,-2.9888000000000003,4.5,-0.9480000000000001
dylan-sinn,texas-am-aggies,5.135960000000001,8.70462,5.46808,-8.30646,-2.7103800000000002,-9.96764,-7.2398,-2.3202400000000005,-8.82774,10.2,-3.3858000000000006
dylan-sinn,oklahoma-state-cowboys,1.92502,6.01178,1.7324599999999997,-10.93904,-7.947100000000001,-5.481620000000001,-11.4481,-7.6283199999999995,-6.322939999999999,4.2,-7.505199999999999
dylan-sinn,syracuse-orange,3.0138,-11.90475,5.50025,-6.28195,-10.0595,-2.90475,-5.02125,-9.5238,-1.8899,2.5,-4.5489999999999995
dylan-sinn,mississippi-state-bulldogs,-12.460233333333333,-6.828433333333333,-1.6161666666666665,-8.746699999999999,-5.254766666666666,-2.6526666666666663,-9.6332,-5.5071666666666665,-2.9545333333333335,-1.0,-1.421
dylan-sinn,iowa-hawkeyes,1.0856599999999996,-0.9134400000000003,8.34918,-10.54564,-10.838519999999999,-1.6478000000000002,-11.52792,-12.272200000000002,-0.92958,-0.6,-7.8264
dylan-sinn,boston-college-eagles,-11.9834,-8.7945,-6.52465,-9.14635,-5.583,-8.16025,-11.430399999999999,-7.8063,-9.3776,-5.5,-5.3775
dylan-sinn,usc-trojans,10.13168,3.3649,6.76678,1.1213600000000006,-2.9660399999999996,4.087400000000001,1.1035600000000003,-3.25094,4.3545,7.2,2.7854
dylan-sinn,army-west-point-black-knights,-24.3324,-14.7059,-17.30625,-22.33005,-14.05,-14.0745,-25.00975,-16.17645,-15.61435,-20.0,-18.0035
dylan-sinn,arizona-wildcats,-19.883300000000002,-19.883300000000002,0.0,-9.4154,-9.4154,0.0,-6.442599999999999,-6.442599999999999,0.0,-0.5,-0.05699999999999994
dylan-sinn,boise-state-broncos,-7.95265,-8.08625,-6.9551,-5.238975,-3.94085,-10.454075000000001,-8.08805,-6.52495,-12.3142,-5.25,-7.532
dylan-sinn,south-florida-bulls,-7.8151,-10.9594,4.7619,-5.2938,-7.4473,3.3203,-7.0004,-8.7505,0.0,-8.0,-4.328
dylan-sinn,michigan-state-spartans,26.5397,23.949066666666667,10.3203,10.055266666666666,9.692333333333332,0.7771,10.326533333333332,8.982333333333333,1.9765,21.666666666666668,8.077666666666667
dylan-sinn,duke-blue-devils,-22.2222,-22.2222,0.0,-22.3667,-22.3667,0.0,-22.2222,-22.2222,0.0,-4.0,-4.026
dylan-sinn,north-carolina-state-wolfpack,-16.365233333333332,-9.625266666666668,-15.792433333333335,-14.992366666666664,-13.175699999999999,-12.256766666666666,-15.899700000000001,-13.161733333333336,-13.4465,-22.0,-19.758333333333333
dylan-sinn,houston-cougars,-4.605449999999999,0.0,-4.605449999999999,-19.71045,0.0,-19.71045,-18.223950000000002,0.0,-18.223950000000002,-6.5,-13.628
dylan-sinn,iowa-state-cyclones,-3.4428600000000005,-1.728800000000001,-2.2957,-10.498320000000001,-8.503960000000001,-6.3589199999999995,-10.76846,-8.64242,-6.877039999999999,3.6,-1.8904
dylan-sinn,northwestern-wildcats,-4.0214,-2.0,-4.27095,-9.6896,3.1915,-10.76075,-10.9195,1.0204,-11.821349999999999,-6.0,-11.167
dylan-sinn,south-carolina-gamecocks,-19.6796,-19.6796,0.0,-8.9301,-8.9301,0.0,-15.5606,-15.5606,0.0,-8.0,-3.242
dylan-sinn,fresno-state-bulldogs,-3.38685,-6.1905,-9.78615,-11.606950000000001,-11.61855,-10.387550000000001,-10.74665,-12.38095,-7.755850000000001,-3.0,-5.8315
dylan-sinn,texas-tech-red-raiders,-17.6032,-14.5,-23.8095,-6.851,-4.7217,-11.1095,-6.7857,-5.4167,-9.5238,-11.0,-4.055
dylan-sinn,colorado-buffaloes,3.69675,3.69675,0.0,-4.4411,-0.8435,-3.5976,-6.0119,-1.25,-4.7619,1.5,-1.0715
dylan-sinn,pittsburgh-panthers,-1.6918333333333333,3.6922333333333337,-2.7161666666666666,-1.8108666666666668,4.204266666666666,-4.473933333333334,-2.8618,3.3268999999999997,-5.391433333333333,1.0,-1.2913333333333332
dylan-sinn,buffalo-bulls,-19.80755,-6.52175,-13.2858,-14.943950000000001,-4.34785,-10.5961,-16.126,-4.34785,-11.77815,-11.5,-8.831
dylan-sinn,san-diego-state-aztecs,-6.428066666666666,-5.4058,-5.3,-0.8299,-0.9470666666666667,0.06303333333333327,-2.0696333333333334,-2.3633333333333337,-0.7765333333333331,-5.0,-0.5266666666666667
dylan-sinn,arizona-state-sun-devils,-3.0132,-3.0132,0.0,-4.645666666666666,-4.645666666666666,0.0,-5.1007,-5.1007,0.0,-0.3333333333333333,-1.7433333333333332
dylan-sinn,virginia-cavaliers,-6.32655,-4.8582,-8.77375,-3.1175500000000005,-7.5866,-1.9897,-5.594899999999999,-8.50285,-4.371449999999999,-10.0,-9.483
dylan-sinn,missouri-tigers,-8.241866666666667,-7.547433333333333,-0.6944333333333333,-13.631466666666668,-15.6058,1.9743333333333333,-16.293533333333333,-16.98796666666667,0.6944333333333333,-3.0,-5.197333333333334
dylan-sinn,florida-state-seminoles,45.78945,45.78945,0.0,26.45395,26.45395,0.0,29.16665,29.16665,0.0,6.0,4.1875
eric-hansen,syracuse-orange,-41.4547,-38.8986,-12.01215,-50.648700000000005,-36.5175,-20.85675,-49.53735,-36.13885,-19.858,-21.0,-28.430999999999997
eric-hansen,utah-state-aggies,9.6392,0.0,9.6392,-6.0115,0.0,-6.0115,-3.4838,0.0,-3.4838,8.0,-3.859
eric-hansen,army-west-point-black-knights,-8.474233333333332,-4.154766666666667,-4.319466666666666,-1.8652666666666669,1.8465,-3.711766666666667,-3.5055,0.7658999999999997,-4.2714,-9.0,-2.5690000000000004
eric-hansen,georgia-southern-eagles,-44.4444,0.0,-44.4444,-29.4444,0.0,-29.4444,-30.5556,0.0,-30.5556,-8.0,-5.3
eric-hansen,cincinnati-bearcats,-20.092775,-21.27445,-21.0234,-49.406875,-41.64115,-57.480925,-49.18925,-40.696974999999995,-58.224849999999996,-20.0,-41.5715
eric-hansen,appalachian-state-mountaineers,-9.627733333333333,-16.444100000000002,-7.291,-4.298633333333332,-7.3825,-7.143533333333333,-5.988533333333333,-9.289166666666667,-7.7129666666666665,-10.0,-7.758333333333333
eric-hansen,boston-college-eagles,-10.625525,-15.27125,4.645725,-3.459375,-6.3199000000000005,2.860525,-5.2408,-7.2547,2.0139,-10.25,-4.2715
eric-hansen,maryland-terrapins,-15.931349999999998,-15.931349999999998,0.0,-10.918800000000001,-10.918800000000001,0.0,-15.112599999999999,-15.112599999999999,0.0,-3.0,-1.6105
eric-hansen,purdue-boilermakers,-10.91815,0.0,-10.91815,1.37225,0.0,1.37225,-1.1322,0.0,-1.1322,-6.0,0.557
ferd-lewis,ucf-knights,-7.18115,-8.40335,-0.5382,-25.2125,-25.39555,-11.6645,-22.63725,-22.76795,-10.99725,-7.5,-27.3925
ferd-lewis,kentucky-wildcats,2.5759000000000003,4.79925,1.2357,-2.2832,1.6529499999999997,-7.3013,-2.39095,1.35735,-6.4382,4.0,-8.1715
ferd-lewis,syracuse-orange,-6.9726,-13.0435,-5.2381,-17.3887,-5.3717,-20.8222,-16.1135,-6.5217,-18.8541,-12.0,-24.138
ferd-lewis,utah-state-aggies,6.4887,0.0,6.4887,-5.1918,0.0,-5.1918,-3.6351,0.0,-3.6351,7.0,-1.859
ferd-lewis,fresno-state-bulldogs,-1.3866,0.0,-1.3866,-3.8964,0.0,-3.8964,-4.3675,0.0,-4.3675,-2.0,-3.038
ferd-lewis,north-carolina-state-wolfpack,-1.38835,-1.7102499999999998,-2.38095,-1.7942,-0.15980000000000016,-3.9523499999999996,-2.45155,-0.2958499999999997,-6.1012,-1.5,-0.40049999999999986
ferd-lewis,boston-college-eagles,2.2727,0.0,2.2727,-4.2788,0.0,-4.2788,-7.7124,0.0,-7.7124,1.0,-1.218
ferd-lewis,cincinnati-bearcats,-4.7415,0.46095,-6.8835500000000005,-14.359150000000001,-9.441849999999999,-16.8047,-15.00655,-10.48295,-17.88575,-3.0,-18.9315
ferd-lewis,iowa-state-cyclones,-4.2125,-3.65055,-1.9894000000000003,-10.25705,-4.25495,-11.5331,-10.53725,-5.33205,-11.0794,-2.0,-13.5315
ferd-lewis,northwestern-wildcats,1.24635,0.0,1.24635,-5.111,0.0,-5.111,-5.89165,0.0,-5.89165,1.0,-5.0280000000000005
ferd-lewis,army-west-point-black-knights,-2.3973000000000004,-3.6905,-2.7147499999999996,-0.23540000000000005,-3.1187,2.4087,-2.317,-4.88095,1.6461999999999999,-1.0,0.7630000000000001
garland-gillen,kentucky-wildcats,-12.55884,-14.181639999999998,-0.4029799999999998,-18.50666,-19.38846,-7.337179999999999,-19.006259999999997,-19.81422,-7.068220000000001,-12.0,-18.7748
garland-gillen,utah-state-aggies,-12.3669,-8.3333,-12.8711,-17.0515,-1.3875,-19.0095,-16.8194,-2.0833,-18.6614,-21.0,-22.723
garland-gillen,syracuse-orange,1.0966500000000003,-3.018375,3.336575,-3.9518500000000003,-3.346075,-3.50605,-3.4678750000000003,-2.871975000000001,-3.201875,3.0,-1.8615
garland-gillen,cincinnati-bearcats,7.60732,2.36984,15.298240000000002,-12.8566,-13.667079999999999,-10.32834,-13.003499999999999,-13.553140000000003,-10.48734,5.4,-12.8674
garland-gillen,boston-college-eagles,-2.0124,0.0,-2.0124,-8.4684,0.0,-8.4684,-11.8421,0.0,-11.8421,-1.0,-3.218
garland-gillen,virginia-cavaliers,1.16095,2.7012,-5.0,1.1265,-1.3292,-4.220149999999999,-1.2426499999999998,-2.3957,-5.3261,1.5,-1.1019999999999999
garland-gillen,buffalo-bulls,-3.08335,0.0,-3.08335,5.62625,0.0,5.62625,5.0809,0.0,5.0809,-1.5,2.5025
garland-gillen,appalachian-state-mountaineers,-13.449966666666668,-19.819233333333333,-7.9802,-9.410433333333332,-13.840699999999998,-6.7453,-10.616233333333334,-15.543166666666666,-7.231500000000001,-13.666666666666666,-12.656666666666666
garland-gillen,georgia-southern-eagles,-4.0,0.0,-4.0,7.2961,0.0,7.2961,6.383,0.0,6.383,-1.0,1.7
garry-smits,ucf-knights,-52.7693,-99.2063,-17.9415,-83.4736,-137.4988,-42.9547,-81.267,-134.127,-41.622,-50.0,-80.242
garry-smits,utah-state-aggies,-25.4488,-13.0435,-26.9994,-31.1285,-5.7957,-34.2951,-30.7741,-6.5217,-33.8057,-36.0,-37.723
garry-smits,fresno-state-bulldogs,-11.3273,0.0,-11.3273,-15.0032,0.0,-15.0032,-15.8516,0.0,-15.8516,-12.0,-13.424
garry-smits,syracuse-orange,15.4306,-13.0435,20.1763,1.026,-6.087,2.2115,2.524,-8.6957,4.3939,15.0,1.727
garry-smits,cincinnati-bearcats,-15.4215,-7.3939,-20.2381,-8.2637,-1.0763,-12.5761,-11.0343,-4.6772,-14.8485,-24.0,-10.296
garry-smits,iowa-state-cyclones,4.3478,0.0,4.3478,4.6774,0.0,4.6774,2.6515,0.0,2.6515,2.0,2.257
garry-smits,texas-tech-red-raiders,-27.6942,-31.5789,-23.8095,-15.3495,-19.5895,-11.1095,-15.2882,-21.0526,-9.5238,-11.0,-6.055
garry-smits,boston-college-eagles,17.6471,0.0,17.6471,3.799,0.0,3.799,0.0,0.0,0.0,3.0,0.732
garry-smits,georgia-southern-eagles,-23.8095,0.0,-23.8095,-10.9524,0.0,-10.9524,-11.9048,0.0,-11.9048,-5.0,-2.3
